,seller_id,seller_city,seller_state,delay_to_carrier,wait_time,date_first_sale,date_last_sale,share_one_stars,share_of_five_stars,review_score,n_orders,quantity,quantity_per_order,sales,olist_age,total_revenue,review_cost,profit
27,430315b7bb4b6e4b3c978f9dfa9b0558,sao paulo,SP,0.0,14.356592013888891,2018-01-10 10:31:41,2018-08-06 10:35:11,0.25,0.6,3.8,20,21,1.05,3118.4,7.0,871.84,540,331.84000000000003
28,406822777a0b9eb5c50e442dd4cd3ec5,tatui,SP,0.0,13.607906350644123,2017-11-01 03:15:17,2018-08-23 00:24:27,0.08888888888888889,0.6444444444444445,4.222222222222222,45,47,1.0444444444444445,3648.080000000002,10.0,1164.8080000000002,650,514.8080000000002
29,4dbd95a08b31ede5c82d3f861cb1ce1a,curitiba,PR,0.0,12.341614583333333,2017-05-21 12:15:39,2017-11-15 02:56:21,0.3333333333333333,0.5,3.5,6,6,1.0,1304.67,6.0,610.467,200,410.467
30,e9e446d01bd10a97a8ffcfc4a3a20cb2,sao paulo,SP,0.0,5.30483024691358,2018-06-06 02:53:58,2018-07-08 20:10:19,0.25,0.5,3.5,4,4,1.0,60.05,1.0,86.005,140,-53.995000000000005
31,d52cbce9845184537284a23c3bc3da0e,garopaba,SC,0.0,10.566354166666667,2018-02-03 02:54:04,2018-03-02 10:50:01,0.0,1.0,5.0,2,4,2.0,75.0,1.0,87.5,0,87.5
32,d9a84e1403de8da0c3aa531d6d108ba6,sao paulo,SP,0.0,7.471924489144317,2018-02-22 15:35:25,2018-08-28 09:30:15,0.05555555555555555,0.7592592592592593,4.518518518518518,54,59,1.0925925925925926,1425.200000000001,6.0,622.5200000000001,430,192.5200000000001
33,9c690ceacd5c66731bf443ea810195cb,camanducaia,MG,0.0,7.378122106481482,2017-08-24 03:10:20,2018-08-06 01:25:09,0.1,0.7,4.3,10,12,1.2,871.7999999999998,11.0,967.18,140,827.18
34,1f9ab4708f3056ede07124aad39a2554,tupa,SP,0.0,14.565484607984606,2017-01-29 08:32:02,2018-06-05 04:31:03,0.038461538461538464,0.4358974358974359,4.064102564102564,78,79,1.0128205128205128,13602.729999999983,16.0,2640.2729999999983,1010,1630.2729999999983
35,1961c3e1272bfeceb05d0b78b5bbfdaf,guarulhos,SP,0.0,5.429124228395062,2018-07-28 23:45:09,2018-08-21 04:55:37,0.3333333333333333,0.3333333333333333,3.3333333333333335,3,4,1.3333333333333333,896.0,1.0,169.60000000000002,100,69.60000000000002
36,d3e7d37c0df9aef383f3f2a15b0dddfb,sao jose dos pinhais,PR,0.0,13.07738425925926,2018-07-23 11:30:58,2018-07-23 11:30:58,0.0,1.0,5.0,1,1,1.0,161.0,0.0,16.1,0,16.1
37,ec2e006556300a79a5a91e4876ab3a56,sao paulo,SP,5.167534722222222,13.50111689814815,2018-02-03 02:53:51,2018-08-17 03:09:55,0.75,0.0,1.25,4,8,2.0,125.20000000000002,6.0,492.52,650,-157.48000000000002
38,b2a6d334e2833acea353624840e25a0e,sao paulo,SP,0.0,10.696551371082622,2017-08-05 19:05:14,2018-06-05 01:50:07,0.08,0.76,4.48,25,26,1.04,1650.9800000000007,10.0,965.0980000000001,240,725.0980000000001
39,d3674f271c91f824f82d24d92011f669,brasilia,DF,0.0,13.77093576388889,2017-07-08 03:30:13,2018-08-12 21:05:09,0.15,0.65,4.1,20,20,1.0,1718.3000000000006,13.0,1211.8300000000002,380,831.8300000000002
40,768de2a4fc06aacecb9a586ccc30746a,brasilia,DF,0.0,14.864153311965811,2017-08-08 21:50:07,2018-05-18 13:31:15,0.07142857142857142,0.7142857142857143,4.428571428571429,14,14,1.0,475.59999999999985,9.0,767.56,140,627.56
41,a81466620e46a6970b22ef40379fdfc9,sao ludgero,SC,0.0,7.190133101851853,2017-10-11 10:28:13,2017-10-13 15:20:57,0.0,1.0,5.0,2,2,1.0,321.8,0.0,32.18,0,32.18
42,5c030029b5916fed0986310385ec9009,sao jose,SC,0.0,5.369206018518518,2018-06-13 12:32:39,2018-08-20 17:01:14,0.0,0.8571428571428571,4.857142857142857,7,10,1.4285714285714286,4164.4,2.0,576.44,0,576.44
43,c0f783394e37cd9c9d7f5f81141450fa,piracicaba,SP,0.0,13.170179398148148,2017-11-10 14:07:17,2017-12-13 17:31:27,0.3333333333333333,0.16666666666666666,3.1666666666666665,6,6,1.0,249.4,1.0,104.94,200,-95.06
44,c353f8fc0ce8344999f17d578eb69a5e,porto alegre,RS,0.0,9.96112847222222,2017-01-23 07:35:11,2017-02-08 06:50:57,0.0,1.0,5.0,2,2,1.0,175.98,1.0,97.598,0,97.598
45,8444e55c1f13cd5c179851e5ca5ebd00,congonhal,MG,0.0,21.292399010530136,2017-03-13 23:13:57,2018-07-06 02:55:16,0.31313131313131315,0.36363636363636365,3.2626262626262625,99,109,1.101010101010101,22873.21000000002,16.0,3567.321000000002,4560,-992.6789999999978
46,28a26ebce31d5918b181ede016fd693b,belo horizonte,MG,0.0,11.071064814814815,2018-08-13 16:10:08,2018-08-13 16:10:08,0.0,1.0,5.0,1,1,1.0,29.9,0.0,2.99,0,2.99
47,41ab63a91b8b264e8c8780368bf1dd5b,belo horizonte,MG,0.0,17.693314636752135,2017-10-07 02:25:02,2018-07-12 09:46:04,0.08333333333333333,0.6666666666666666,4.25,12,13,1.0833333333333333,2571.95,9.0,977.1949999999999,150,827.1949999999999
48,8759e7aedd644f487315e5860962f162,santo andre,SP,0.0,32.80336033950618,2017-11-28 14:30:41,2017-12-27 19:48:14,0.3333333333333333,0.6666666666666666,3.6666666666666665,3,3,1.0,627.0,1.0,142.7,100,42.69999999999999
49,e546117ed9cafbc40239c0c78635c584,sao paulo,SP,0.0,6.369074074074074,2018-04-24 18:10:59,2018-08-23 19:31:36,0.0,0.5,4.5,2,2,1.0,456.0,4.0,365.6,0,365.6
50,d71d863e5ef30d94e440c11be17dcd8f,osasco,SP,0.0,19.683458333333338,2017-10-15 20:23:09,2018-05-20 19:10:36,0.4482758620689655,0.3448275862068966,2.7586206896551726,29,36,1.2413793103448276,11900.9,7.0,1750.09,1610,140.08999999999992
51,0c7533c71df861ec58ad7ff999ed0e8d,valinhos,SP,0.0,10.596120306950786,2017-07-11 23:25:18,2018-07-28 11:04:17,0.12903225806451613,0.5967741935483871,4.096774193548387,61,74,1.2131147540983607,2989.3000000000034,13.0,1338.9300000000003,1520,-181.0699999999997
52,ef990a83bbea832f36ebe81376335aa8,joinville,SC,0.0,16.851660090488213,2017-11-27 20:39:25,2018-08-12 18:55:15,0.23255813953488372,0.4418604651162791,3.627906976744186,43,44,1.0232558139534884,4642.59,8.0,1104.259,1170,-65.74099999999999
53,41e0fa5761c886a630994a55c12087e7,guaruja,SP,0.0,10.239402777777778,2018-04-04 03:29:38,2018-06-15 20:03:23,0.0,1.0,5.0,5,5,1.0,423.6,2.0,202.36,0,202.36
54,0747d5bb69f0586cc869d8af4c50f93e,saquarema,RJ,0.0,14.296866096866097,2016-10-06 14:22:12,2017-06-25 18:05:22,0.2857142857142857,0.42857142857142855,3.357142857142857,14,15,1.0714285714285714,346.59999999999997,9.0,754.66,490,264.65999999999997
55,7d294cf9a6a69dc6a0c3e540fff0e039,barra velha,SC,0.0,8.816810185185187,2018-05-07 09:56:32,2018-08-01 20:30:16,0.0,0.6,4.4,5,5,1.0,257.25,3.0,265.725,40,225.72500000000002
56,c89cf7c468a48af70aada384e722f9e2,petropolis,RJ,0.0,14.18919146825397,2017-06-07 16:50:17,2018-08-06 14:44:39,0.14285714285714285,0.42857142857142855,3.7857142857142856,14,14,1.0,745.0,14.0,1194.5,290,904.5
57,b7ba853e9551f4558440881fd3e5c815,santo antonio da patrulha,RS,14.000833333333333,34.95599537037037,2016-10-06 15:56:40,2016-10-06 16:52:11,1.0,0.0,1.0,2,2,1.0,376.8,0.0,37.68,200,-162.32
58,13c2ed7698b3ca92dad49e849219da59,ponta grossa,PR,0.0,11.545720164609055,2018-01-03 20:29:32,2018-08-02 13:04:12,0.125,0.75,4.375,8,9,1.125,498.61,7.0,609.861,100,509.861
59,cbbd5ae8f53de5f5097cd8217b529e24,santana de parnaiba,SP,0.0,20.768761574074073,2017-02-10 21:50:13,2017-02-12 00:17:20,0.5,0.0,2.5,2,2,1.0,351.8,0.0,35.18,100,-64.82
60,02ecc2a19303f05e59ce133fd923fff7,santo andre,SP,0.0,10.815350597993827,2017-06-18 18:15:10,2018-08-23 03:04:28,0.0,0.8095238095238095,4.619047619047619,21,24,1.1428571428571428,5264.190000000001,14.0,1646.4190000000003,180,1466.4190000000003
61,c013e57c075a06e5b5c48ee03c525719,sao carlos,SP,0.0,9.355028806584361,2018-02-27 15:29:49,2018-08-26 19:15:16,0.023809523809523808,0.5952380952380952,4.238095238095238,42,45,1.0714285714285714,1971.5500000000002,6.0,677.155,610,67.15499999999997
62,55f7a3319d80f7fdf078b8f03e6725fe,osasco,SP,0.0,6.7771659301346805,2018-07-02 20:10:18,2018-08-22 21:24:36,0.13636363636363635,0.4090909090909091,3.772727272727273,22,22,1.0,3013.779999999999,2.0,461.3779999999999,470,-8.622000000000128
63,2d50d6282f8aa2257819a77bfaa0efe0,ibitinga,SP,0.0,13.76262139319552,2017-08-31 13:55:17,2018-08-11 14:45:07,0.18181818181818182,0.45454545454545453,3.7045454545454546,44,45,1.0227272727272727,3353.48,11.0,1215.348,1200,15.347999999999956
64,b7e1750c1157341d2abd0251e07c186b,sao paulo,SP,0.0,9.544210069444444,2017-02-14 13:30:16,2017-04-20 14:41:40,0.0,0.6666666666666666,4.333333333333333,3,4,1.3333333333333333,159.6,2.0,175.96,40,135.96
65,b90e891671cffd9557f33a97dc523645,sao jose dos pinhais,PR,0.0,7.579306445868947,2017-08-18 17:35:16,2018-08-23 13:05:15,0.058823529411764705,0.6764705882352942,4.323529411764706,34,39,1.1470588235294117,4449.0,12.0,1404.9,660,744.9000000000001
66,a416b6a846a11724393025641d4edd5e,sao paulo,SP,0.0,12.603594933712122,2017-01-27 14:31:23,2018-08-22 04:04:23,0.13496932515337423,0.6687116564417178,4.134969325153374,162,182,1.123456790123457,25670.720000000005,19.0,4087.0720000000006,3360,727.0720000000006
67,7e93a43ef30c4f03f38b393420bc753a,barueri,SP,0.0,11.335140901771338,2016-10-08 03:19:09,2018-07-14 21:25:19,0.10416666666666667,0.6279761904761905,4.205357142857143,336,340,1.0119047619047619,176431.86999999982,21.0,19323.186999999984,4940,14383.186999999984
68,f410c8873029fcc3809b9df6d0b28914,caxias do sul,SP,0.0,7.698258101851852,2018-08-08 18:35:19,2018-08-20 14:51:49,0.0,1.0,5.0,2,2,1.0,289.8,0.0,28.980000000000004,0,28.980000000000004
69,ef506c96320abeedfb894c34db06f478,sao paulo,SP,0.0,13.339430674085229,2017-01-23 07:30:51,2018-08-21 13:31:04,0.11692307692307692,0.5138461538461538,3.916923076923077,324,341,1.0524691358024691,9771.429999999948,19.0,2497.1429999999946,7020,-4522.857000000005
70,a13aaf2d2886ab9fb30fb9a920160b8f,joinville,SC,0.0,9.351059027777778,2018-07-23 12:31:44,2018-08-02 23:04:06,0.0,0.5,4.5,4,4,1.0,1011.52,0.0,101.152,0,101.152
71,7299e27ed73d2ad986de7f7c77d919fa,araguari,MG,0.0,11.322033060469689,2017-03-09 11:09:46,2018-08-21 14:30:56,0.047337278106508875,0.6775147928994083,4.420118343195266,338,361,1.0680473372781065,34725.43000000012,17.0,4832.543000000012,3250,1582.5430000000124
72,8a9260f2b0340411d6d2a56bcf4f7378,contagem,MG,0.0,9.192312242798355,2018-02-17 05:06:47,2018-08-17 14:35:30,0.0,0.75,4.75,8,9,1.125,1256.0,6.0,605.6,0,605.6
73,dedcab67899479e4ea5dcc4eba47f587,jaragua do sul,SC,0.0,5.555057870370371,2018-06-12 04:57:34,2018-08-17 18:10:20,0.0,0.5,4.5,2,2,1.0,84.0,2.0,168.4,0,168.4
74,b2479f944e1b90cf8a5de1bbfde284d6,ibitinga,SP,0.0,15.44058202339937,2018-01-12 18:48:27,2018-08-21 04:29:32,0.2641509433962264,0.41509433962264153,3.4245283018867925,103,134,1.3009708737864079,4752.509999999985,7.0,1035.2509999999984,5230,-4194.749000000002
75,7722b1df1b0e383e000397b2c11e3e19,sao bernardo do campo,SP,0.0,8.58964369534465,2017-01-21 03:10:24,2018-08-27 17:10:29,0.06716417910447761,0.5895522388059702,4.201492537313433,134,145,1.0820895522388059,7094.089999999982,19.0,2229.4089999999983,1780,449.4089999999983
76,731ef20c231d9a7103a425e83fd91271,lages - sc,SC,0.0,11.964158950617284,2017-10-28 17:21:35,2017-10-28 21:10:17,0.0,0.0,3.5,2,3,1.5,1692.0,0.0,169.20000000000002,40,129.20000000000002
77,78813699ffac347fe27dba345a5f1551,bento goncalves,RS,0.0,9.042847222222223,2018-06-24 21:33:53,2018-06-24 21:33:53,0.0,1.0,5.0,1,1,1.0,152.42,0.0,15.241999999999999,0,15.241999999999999
78,3296662b1331dea51e744505065ae889,catanduva,SP,0.0,3.404826388888889,2018-08-27 13:15:50,2018-08-27 13:15:50,0.0,1.0,5.0,1,1,1.0,517.8,0.0,51.78,0,51.78
79,411f3b52d857390502ee4e4d5ceabc2d,ribeirao pires,SP,0.0,8.472231095679014,2018-04-09 19:11:13,2018-08-22 03:50:18,0.19047619047619047,0.5238095238095238,3.9047619047619047,21,30,1.4285714285714286,1804.0099999999998,4.0,500.40099999999995,540,-39.599000000000046
80,bba3293d6f5d5af2f415e004e8b93ae3,sao paulo,SP,0.0,12.07274237472767,2017-09-02 21:15:09,2018-06-22 22:37:34,0.11764705882352941,0.7058823529411765,4.294117647058823,17,17,1.0,11702.1,10.0,1970.21,240,1730.21
81,4e7c18b98d84e05cbae3ff0ff03846c2,jaboticabal,SP,0.0,12.086988241792927,2017-02-05 20:15:18,2018-07-13 02:43:54,0.10714285714285714,0.6785714285714286,4.166666666666667,82,91,1.1097560975609757,9177.899999999998,17.0,2277.79,1600,677.79
82,b56906f7fd1696e043f1bcce164c487b,echapora,SP,0.0,13.57789489638448,2016-10-07 12:13:49,2018-08-08 09:10:17,0.125,0.6,4.0,40,42,1.05,2148.49,22.0,1974.849,870,1104.849
83,d650b663c3b5f6fb392b6326366efa9a,cotia,SP,0.0,9.836265432098767,2017-12-03 19:57:24,2018-08-13 23:04:09,0.08333333333333333,0.6333333333333333,4.2,60,60,1.0,19242.9,8.0,2564.29,880,1684.29
84,669ae81880e08f269a64487cfb287169,rio do sul,SC,0.0,11.985483858858856,2017-01-21 14:50:18,2018-08-10 03:10:17,0.10429447852760736,0.6196319018404908,4.220858895705521,162,188,1.1604938271604939,13248.869999999999,19.0,2844.8869999999997,3400,-555.1130000000003
85,c2d70ce2c5d0a2eb75e78668236e6dc8,sao paulo,SP,0.0,8.098435956790123,2017-09-22 12:10:23,2018-08-27 23:25:13,0.0,0.6923076923076923,4.615384615384615,13,15,1.1538461538461537,2470.9,11.0,1127.0900000000001,40,1087.0900000000001
86,674207551483fec113276b67b0d871ff,sorocaba,SP,0.0,1.869537037037037,2018-07-05 16:51:01,2018-07-05 16:51:01,0.0,1.0,5.0,1,1,1.0,119.9,0.0,11.990000000000002,0,11.990000000000002
87,abe42c5d03695b4257b5c6cbf4e6784e,rio de janeiro,RJ,0.0,14.357426303854876,2017-08-31 17:35:22,2018-08-05 15:05:13,0.14,0.52,3.88,50,50,1.0,17159.0,11.0,2595.9,1050,1545.9
88,1996942dc085d7773ba77a529b163cd0,pradopolis,SP,0.0,11.793770576131687,2018-05-30 16:16:25,2018-08-15 23:35:12,0.2,0.5,3.9,10,10,1.0,2943.5099999999998,3.0,534.351,200,334.351
89,79b93a308a97792cf53ac75f46da00b5,rio de janeiro,RJ,0.0,22.515162037037037,2017-07-23 10:15:11,2017-07-23 10:15:11,0.0,1.0,5.0,1,1,1.0,99.9,0.0,9.990000000000002,0,9.990000000000002
90,7cf4ea70955b00d6b3c22542598e2715,sao paulo,SP,0.0,7.103148148148148,2018-07-20 05:05:14,2018-07-20 05:05:14,0.0,1.0,5.0,1,1,1.0,189.9,0.0,18.990000000000002,0,18.990000000000002
91,63ffcb71394dd8ea3872ed9ffda17c74,itaborai,RJ,0.0,13.25094566993464,2017-02-05 14:10:14,2017-07-30 10:23:30,0.29411764705882354,0.29411764705882354,3.176470588235294,17,17,1.0,398.9999999999999,6.0,519.9,660,-140.10000000000002
92,83353a83fd769dfafa4f21a72b15e3e5,sao paulo,SP,0.0,18.56,2017-04-01 17:42:43,2017-12-18 00:33:13,0.2,0.6,3.8,5,5,1.0,579.5,9.0,777.95,140,637.95
93,cda598c48d7c614bc1cad7d8ff6f0010,mirassol,SP,0.0,8.133234310699589,2018-03-17 21:29:11,2018-08-15 10:50:11,0.0,0.47058823529411764,4.0588235294117645,17,18,1.0588235294117647,1118.6,5.0,511.86,300,211.86
94,d4910f1cdcfdabd48d6b316e395d4a23,santo andre,SP,0.0,6.035258487654321,2018-08-01 16:31:32,2018-08-17 17:30:06,0.0,0.9090909090909091,4.909090909090909,11,12,1.0909090909090908,1146.8799999999999,1.0,194.688,0,194.688
95,709e16e2b25c7474d980076c6bfc4806,birigui,SP,0.0,10.457269965277778,2017-10-14 14:26:00,2018-08-26 08:50:10,0.016666666666666666,0.6666666666666666,4.516666666666667,60,80,1.3333333333333333,5151.899999999997,10.0,1315.1899999999996,460,855.1899999999996
96,9dc79dd988ac42f4d56c340d7048420a,sao paulo,SP,0.0,6.52150462962963,2018-08-09 09:45:01,2018-08-27 16:00:07,0.0,0.75,4.75,4,4,1.0,749.6,1.0,154.96,0,154.96
97,276677b5d08786d5dce7c2149dcce48b,belo horizonte,MG,0.0,11.097764146090533,2018-02-01 21:50:02,2018-08-13 12:35:16,0.15151515151515152,0.5454545454545454,3.909090909090909,33,47,1.4242424242424243,3522.0000000000027,6.0,832.2000000000003,1180,-347.7999999999997
98,9c4d31c7e46ab03a43fc06e3142afd4e,rio de janeiro,RJ,0.0,6.894334490740741,2018-08-14 18:23:55,2018-08-20 19:29:52,0.0,0.5,4.5,2,2,1.0,1218.9,0.0,121.89000000000001,0,121.89000000000001
99,512d298ac2a96d1931b6bd30aa21f61d,rio de janeiro,RJ,0.0,10.060541087962964,2018-01-18 02:11:33,2018-08-17 17:49:36,0.09090909090909091,0.7272727272727273,4.2727272727272725,11,12,1.0909090909090908,7401.939999999997,7.0,1300.1939999999997,150,1150.1939999999997
100,422be4cc81a457fdb46f47edeb968ae5,ibitinga,SP,3.6550462962962964,18.136979166666666,2017-01-26 16:35:24,2017-01-26 16:35:24,0.0,1.0,5.0,1,1,1.0,239.9,0.0,23.990000000000002,0,23.990000000000002
101,99cd94252748d2bdde08e17858233602,sao paulo,SP,0.0,3.0130844907407406,2018-06-20 14:18:42,2018-06-22 03:17:18,0.0,0.5,4.5,2,2,1.0,159.8,0.0,15.980000000000002,0,15.980000000000002
102,698624c6632eeba1774924dbea24c700,sao paulo,SP,0.0,6.968645833333333,2018-04-06 10:50:22,2018-04-06 10:50:22,0.0,1.0,5.0,1,1,1.0,19.9,0.0,1.99,0,1.99
103,8bb48dc19fccaa8613b6229bf7f452a2,assis,SP,0.0,11.17245967348928,2017-10-17 22:14:29,2018-07-23 16:04:25,0.060240963855421686,0.6746987951807228,4.421686746987952,82,96,1.170731707317073,4190.719999999998,9.0,1139.072,980,159.0719999999999
104,ad87df7699e83b8a91822a4a0b765c3a,jaguariuna,SP,0.0,9.56067322530864,2017-03-21 11:33:31,2017-06-27 04:23:13,0.0,0.3333333333333333,3.8333333333333335,6,7,1.1666666666666667,349.9,3.0,274.99,160,114.99000000000001
105,d6b664fa0667064c6d76394e7848d790,araraquara,SP,0.0,17.54533564814815,2017-05-05 02:24:04,2018-05-16 12:39:38,0.0,0.8333333333333334,4.833333333333333,6,6,1.0,6080.0,12.0,1568.0,0,1568.0
106,98f52e1020fe788c10c0418de4393fec,macae,RJ,0.0,9.267129629629629,2017-08-09 15:36:26,2017-08-09 15:36:26,0.0,0.0,4.0,1,1,1.0,21.6,0.0,2.16,0,2.16
107,62760d278921b5f352461620d68a9cee,salto,SP,0.0,19.679513888888888,2017-02-06 13:10:34,2017-02-17 02:16:03,0.3333333333333333,0.6666666666666666,3.6666666666666665,3,3,1.0,397.0,0.0,39.7,100,-60.3
108,eb72802c83dc7547529c9546d1a9b8ef,rio claro,SP,0.0,6.2112832754629625,2018-05-08 04:34:22,2018-07-27 11:15:18,0.0,0.875,4.625,8,8,1.0,1063.92,3.0,346.392,50,296.392
109,3f9be91358837bff69df67edfa3e42e8,londrina,PR,0.0,9.842959656084657,2018-03-30 12:15:12,2018-05-12 18:35:58,0.14285714285714285,0.8571428571428571,4.428571428571429,7,7,1.0,569.6999999999999,1.0,136.97,100,36.97
